125	190	5	892836309
897	173	3	879990779
748	709	4	879454546
541	28	4	883864739
741	69	4	891018550
378	11	3	880046516
708	289	4	892719062
201	315	3	884111029
816	1025	4	891711495
119	655	5	874781628
795	89	4	880569085
269	170	2	891447216
102	612	4	879082395
280	527	5	891700768
280	1015	3	891701631
927	118	5	879181042
197	435	5	891409935
854	472	1	882813143
711	381	5	879994749
680	286	4	876815942
629	55	4	880117094
43	755	3	883956075
285	150	5	890595636
603	250	5	891956173
800	257	4	887646980
932	517	5	891250643
916	54	3	880845790
738	603	5	892844079
878	166	4	880870854
327	298	3	887744405
294	313	5	889241339
829	13	4	881086933
652	333	4	882566857
830	696	2	892502651
779	509	2	875999211
370	322	3	879434308
655	1278	2	887433780
339	660	4	891034778
130	299	3	874953526
497	864	3	879309734
293	215	4	888906244
293	436	3	888906990
795	820	3	880560679
778	82	3	890803491
452	216	3	888568700
437	1161	4	880141770
92	501	2	875653665
557	294	3	880484929
790	1471	2	885158374
640	168	5	886354114
474	71	5	887926872
642	288	1	885604085
405	1070	1	885547123
23	1005	3	874787647
379	124	5	883156810
551	595	2	892784744
326	48	3	879875533
356	748	4	891406500
769	405	2	885424214
85	190	4	879453845
827	294	4	882807611
655	97	3	887426931
790	1039	3	885155490
683	305	4	893286261
804	763	4	879443776
875	707	4	876464967
854	382	4	882813761
429	762	4	882386814
347	257	4	881652610
378	288	3	880043804
693	708	3	875483049
498	98	4	881957681
543	663	4	874866208
786	202	4	882843812
42	794	3	881108425
624	952	3	879793129
846	376	2	883950665
7	601	5	891353744
906	129	4	879435469
6	124	5	883599228
207	722	3	878191750
666	81	4	880314194
648	825	4	882212039
706	410	4	880997444
77	15	2	884732873
237	199	4	879376606
899	717	1	884120967
207	92	2	875509346
455	50	5	878585826
92	249	3	886443192
253	182	3	891628374
405	51	1	885546577
892	151	4	886609330
459	105	4	879563819
716	482	5	879795867
22	173	5	878886368
109	8	3	880572642
243	660	4	879988422
312	191	5	891698334
825	252	5	880757103
83	527	4	880307807
682	31	3	888520705
488	478	3	891294530
541	210	5	883865575
514	293	3	880209950
535	657	5	879618338
346	932	2	875264752
429	97	4	882386171
214	209	5	892668173
875	423	5	876464967
527	100	5	879455905
323	467	5	878740017
640	231	5	874778424
521	144	3	884478171
676	538	4	892685437
416	738	2	886319825
435	1228	2	884133972
721	196	5	877139147
444	269	4	891979402
311	1041	3	884366334
715	298	4	875962076
883	70	3	891693169
731	521	1	886184682
405	1405	1	885549745
90	30	5	891385843
7	605	4	891353290
144	294	4	888103573
222	247	1	878714998
41	276	2	890687304
655	461	2	887427130
59	179	5	888204996
114	195	4	881260861
251	288	4	886271541
199	93	4	883782825
830	487	5	891898415
201	238	3	884113343
844	251	4	877381484
409	480	5	881107056
466	210	4	890284706
622	484	3	882669803
800	405	4	887646705
911	193	4	892839056
381	705	5	892696209
805	319	2	881696876
332	471	4	887938351
201	9	3	884113343
666	203	4	880139180
640	269	5	886803575
429	124	4	882384821
640	496	4	874777491
279	405	3	886015701
454	748	4	881958551
727	366	3	883712397
20	208	2	879669401
96	89	5	884402896
295	56	4	879517348
271	651	4	885848584
743	9	5	881278061
712	395	4	874957005
863	315	5	889288910
752	301	4	891208077
612	100	4	875324790
125	209	4	879455241
653	310	4	884405406
665	597	3	884290853
780	603	2	891364059
92	226	3	875813412
180	153	1	877126182
618	275	3	891307577
863	258	5	889289122
621	625	4	874965299
483	237	3	878953019
406	474	5	884630554
881	476	2	879052198
907	628	5	880158986
727	680	3	883708462
129	286	5	883243934
21	98	5	874951657
902	483	4	879465448
393	892	3	887742939
749	434	4	878848369
159	254	3	884026738
790	52	4	885156934
84	477	4	883452307
189	100	4	893263994
190	363	2	891626023
295	1039	4	879517742
249	249	4	879571752
608	509	1	880403855
933	1110	3	874938728
914	732	2	887123465
815	444	2	878698407
116	872	3	876452228
379	710	4	880961839
18	630	3	880132188
110	642	2	886989126
13	406	1	882397011
21	979	2	874951416
506	73	4	874873703
347	829	4	881653155
499	238	2	885599498
471	140	5	889827918
387	48	4	886483753
671	452	4	884035173
591	237	3	891039974
332	77	4	888360343
536	21	3	882320267
384	272	5	891273509
537	1008	2	886030078
606	531	5	880924188
864	768	3	888890776
267	576	3	878973760
606	959	5	880927128
360	286	5	880353526
788	284	3	880869323
882	216	4	879867508
276	157	5	874790773
442	447	3	883390048
625	403	3	891961882
92	212	4	875656086
653	550	3	890181186
332	983	2	887938886
54	595	3	880937813
466	226	4	890285034
162	826	3	877635965
145	1040	1	888398492
297	245	3	874954060
354	321	2	891216128
695	242	5	888805837
44	307	4	878340940
615	518	4	879448632
307	21	4	876433101
189	132	5	893265865
121	514	3	891387947
679	73	4	884488036
207	1272	3	879132830
200	495	3	884129092
236	735	5	890116599
927	278	1	879181133
114	474	5	881260170
391	530	5	877399337
181	1265	1	878961668
921	472	2	879380057
447	180	5	878855989
334	561	2	891549455
224	237	3	888082742
188	651	4	875073408
263	662	4	891299324
246	159	3	884923003
271	242	4	885844495
13	561	1	882396914
344	509	4	889814195
827	750	3	892157198
654	189	4	887864230
99	342	1	885678348
389	486	4	880086971
452	971	4	875560019
814	672	3	885411030
198	197	4	884208200
621	41	4	874963273
788	708	2	880869908
85	270	3	890255063
327	1103	4	887819614
548	1405	3	891415572
256	96	5	882164444
52	815	4	882922357
430	515	4	877225660
234	484	5	892078936
394	578	2	880888927
471	71	3	889828154
399	809	3	882352357
92	1213	2	875907079
206	750	3	888179981
180	173	5	877128388
72	603	4	880037417
303	1	5	879466966
79	275	4	891271627
757	474	3	888469045
747	887	5	888638335
412	56	5	879717071
758	732	4	881977057
347	252	2	881653176
480	12	5	891208433
693	79	4	875483330
269	636	3	891450453
174	248	5	886433981
301	64	5	882075672
276	386	3	877935306
899	180	3	884121308
109	823	3	880572296
821	151	4	874792889
892	8	5	886607879
437	172	4	880140257
392	517	5	891038466
60	423	4	883326593
294	346	3	889241377
10	474	4	877886783
427	331	4	879700850
590	126	5	879439316
796	213	4	893047167
639	511	4	891239240
576	280	5	886985003
298	402	3	884183063
524	82	4	884636583
13	861	3	882139774
542	50	4	886532209
92	1212	3	876175626
204	1281	2	892513979
145	347	3	891509921
326	443	5	879877349
6	521	4	883601277
85	58	4	879829689
940	436	4	885921542
791	322	4	879448128
846	396	5	883949508
854	194	3	882814235
639	237	1	891239296
90	606	5	891383173
417	422	3	879648212
40	880	3	889041643
158	651	5	880134296
97	175	5	884239616
276	382	4	874791236
738	151	4	875352737
603	429	5	891956981
489	358	5	891445439
568	286	3	877906547
846	231	2	883950711
73	479	5	888625127
802	266	3	875984938
666	483	5	880139348
457	436	4	882547619
666	286	5	880138999
222	549	4	878184055
870	523	5	875050774
152	783	4	884018961
395	313	3	883762135
592	1620	1	882609057
306	476	3	876504679
7	420	5	891353219
829	189	4	891992008
454	427	4	881960173
313	235	3	891029148
13	629	1	882141582
234	451	3	892334578
854	197	4	882813797
674	685	3	887762861
472	403	5	875982200
642	862	4	892241015
232	270	3	880062259
243	813	4	879987239
167	530	5	892738453
135	56	4	879857765
62	527	4	879373692
758	4	4	881977375
716	274	5	879793631
179	321	1	892151331
640	92	4	874778515
363	100	5	891495070
880	300	3	880166451
540	121	2	882157148
747	94	4	888733537
470	813	3	879178370
308	678	3	887736408
152	167	5	882477430
336	4	4	877757790
30	7	4	875140648
878	393	3	880870487
880	779	3	880167965
387	672	2	886481687
524	823	4	884628136
416	447	4	876699027
390	9	5	879694232
843	141	4	879447327
604	288	3	883668261
644	100	4	889076775
260	258	3	890618198
193	258	3	889123038
865	685	3	880144071
536	449	4	882361262
21	874	2	874951005
268	257	4	875742866
94	469	4	891721048
526	879	3	885682102
780	133	5	891364086
595	717	2	886921977
280	1168	5	891702544
897	523	5	879991186
749	566	3	878849857
932	105	2	891252338
5	229	2	875635947
624	508	4	879793092
660	106	2	891903867
881	511	5	876537419
474	276	5	887915221
622	209	5	882592421
222	226	3	878185044
838	274	4	887064388
716	194	5	879795576
870	202	3	879714181
922	214	2	891454071
405	181	5	885547909
790	550	4	885156618
864	717	3	878179608
543	509	3	874863734
682	39	4	888518009
362	313	4	885019304
347	550	5	881654734
85	162	2	879454235
757	265	3	888466614
59	169	4	888204757
682	249	3	888518722
936	6	5	886832636
354	165	4	891217755
104	307	2	888442249
436	72	5	887770693
64	693	3	889737654
557	262	2	882458820
878	512	5	880867709
329	924	3	891655905
934	257	4	891189598
447	298	4	878854195
698	1115	2	886367955
506	183	5	874874308
200	173	5	884128554
252	475	5	891456876
269	843	3	891451374
271	951	2	885849606
356	326	4	891406193
895	301	4	879437793
456	174	4	881373019
716	275	5	879793501
711	116	5	888458447
28	603	3	881957090
712	486	4	874730521
57	264	2	883696672
525	269	5	881087067
393	815	4	887744372
782	259	1	891498267
95	1231	1	880572787
406	215	3	884630523
664	79	4	876526519
303	744	3	879467607
854	281	3	882813047
256	678	5	882150192
275	222	4	876198296
308	417	3	887740254
643	215	3	891447037
660	1050	4	891200678
177	92	4	882142295
267	127	5	878970529
537	457	1	886029444
222	845	3	877563530
351	895	3	883356591
122	239	4	879270741
6	185	5	883601393
770	410	4	875973047
210	172	5	887736261
659	469	4	891385136
13	179	2	882140206
23	173	5	874787587
25	114	5	885852218
99	268	3	885678247
178	984	2	882823530
435	1047	3	884132315
216	151	3	880232936
488	180	2	891294439
145	974	1	882182634
653	809	3	880153620
699	546	3	879147769
65	655	4	879216769
599	934	3	880953441
17	508	3	885272779
318	503	4	884497402
87	38	5	879875940
655	381	3	887474656
682	721	4	888518937
417	162	3	880951886
665	1	4	884290491
621	578	5	874964604
11	22	4	891904241
454	497	3	881959876
286	147	5	876522114
882	692	4	879867631
286	428	5	877532303
145	1132	3	875271522
535	209	5	879617819
174	238	5	890168700
464	194	5	878355259
608	699	5	880406507
889	747	4	880181515
579	49	3	880952360
298	842	4	884127249
383	223	3	891193137
896	69	5	887158768
425	447	3	878738854
804	177	5	879441727
405	942	1	885546336
474	963	5	887926105
279	1000	4	875314313
933	273	3	874855069
456	933	3	881371595
500	582	4	883874290
724	329	4	883757670
846	185	5	883948534
514	357	4	875462901
595	508	5	886921199
11	227	3	891905896
352	194	3	884290361
94	410	4	891721494
345	11	4	884992337
457	628	4	882393688
704	259	2	891396904
795	100	5	880555946
536	283	3	882318369
43	15	5	875975546
159	273	5	880485935
487	779	2	884050879
863	344	4	889289456
619	144	5	885954083
796	607	4	892662964
378	49	3	880332480
343	559	3	876406822
334	684	4	891545768
833	550	2	887158946
293	288	3	888904327
691	64	5	875543191
848	1021	5	887043777
535	16	4	879618532
420	493	3	891356864
162	685	3	877635917
445	183	2	890987687
886	234	3	876031932
537	338	1	886029239
938	1013	2	891357042
495	1118	5	888632888
670	232	3	877975448
489	268	2	891448453
899	747	1	884122535
504	961	4	887839081
97	135	5	884238652
269	657	4	891449550
847	151	4	878775914
751	272	4	887134672
385	173	4	879441386
20	151	3	879668555
892	177	4	886608507
711	167	2	879995146
203	250	4	880434495
299	118	2	877880111
821	213	5	874793806
373	520	4	877098678
246	239	3	884921380
918	143	4	891988726
281	538	4	881200520
678	181	3	879544450
354	953	3	891218208
382	258	2	875945173
870	732	2	882123355
128	732	4	879967047
537	281	1	886030281
314	68	4	877891637
59	431	4	888205534
629	4	3	880117513
348	476	4	886523735
831	326	4	891354275
92	180	5	875653016
715	216	4	875963452
545	99	4	880347957
457	739	4	882549483
52	405	4	882922610
87	229	4	879876037
727	403	4	883712282
551	73	2	892784130
634	1049	2	877018004
168	118	4	884288009
311	515	4	884365485
504	400	3	887911277
503	285	4	884637911
145	55	3	875272009
608	1262	5	880406095
881	186	3	876538221
655	318	4	887473702
795	184	4	880588118
435	697	4	884133372
332	41	5	887938997
476	748	2	883365634
177	628	2	882143736
673	750	5	888786969
87	568	5	879875818
250	270	4	883263374
802	259	2	875984938
79	306	5	891271792
896	588	5	887158265
940	678	4	884801316
119	813	4	874774956
301	755	4	882078308
144	476	2	888104625
100	880	1	891375260
712	776	4	874730155
293	47	3	888907061
399	123	2	882340807
699	270	4	893140745
804	1076	3	879446162
880	294	4	880166557
798	480	3	875303765
393	252	3	887744766
189	61	3	893265826
112	272	5	886398204
458	182	4	886397771
682	977	3	888521090
936	116	4	886832636
6	503	3	883602133
301	503	3	882078228
232	269	3	891565001
405	430	1	885547177
94	385	2	891721975
522	200	4	876961314
577	436	4	880475339
738	269	2	892938254
655	1436	2	888474679
458	238	4	886397679
588	380	3	890028987
201	1008	3	884140891
3	272	2	889237055
378	317	5	880056195
537	651	3	886030862
268	3	1	875743161
548	292	4	891042530
803	306	4	880054629
882	739	4	879880131
303	939	3	879467739
290	153	3	880475310
911	374	1	892841118
91	99	2	891439386
561	1024	3	885806883
212	179	1	879304010
70	82	4	884068075
291	1	5	874834481
141	235	1	884585437
56	222	5	892679439
763	194	5	878918406
669	902	2	891182948
833	1428	3	875123494
87	181	5	879876194
557	270	3	881179166
623	210	5	891035112
897	199	4	879990465
135	324	3	879857575
152	410	4	882478038
328	188	5	885046498
272	1101	5	879454977
453	693	5	877561172
522	430	5	876961314
269	649	2	891448220
145	690	4	877342952
918	656	4	891986609
880	342	3	892958275
69	234	5	882145505
747	117	2	888639780
916	2	3	880845391
92	234	4	875654297
102	879	3	879443144
450	172	4	882372103
460	297	3	882912342
49	77	1	888068289
912	498	5	875965830
673	896	5	888787355
608	789	3	880405971
829	855	4	881698934
180	222	5	877127815
536	180	4	882359431
533	12	4	879438543
123	187	4	879809943
45	7	3	881008080
151	492	3	879524738
64	431	4	889737376
446	301	3	879786838
865	744	4	880144024
582	1014	4	882962247
335	313	3	891566808
779	926	4	875992442
791	332	5	879448166
216	652	4	880235546
224	591	3	888082584
124	98	4	890287822
450	393	4	882812349
301	95	5	882076334
919	318	5	875372903
116	124	3	876453733
178	241	5	882827375
673	302	3	888786942
200	286	4	884125953
197	808	3	891409893
764	70	4	876244559
158	148	4	880132613
450	620	4	882399818
245	112	4	888513575
74	7	4	888333458
393	866	3	889728074
222	313	4	883814858
897	294	3	879988800
399	1217	4	882350282
265	7	2	875320689
407	755	3	875553509
198	182	4	884207946
699	1011	4	880696196
344	100	5	886382272
222	219	4	878184675
663	286	3	889491515
899	527	4	884121767
215	157	4	891435573
577	281	3	880470447
1	55	5	875072688
59	951	3	888206409
76	223	2	882606623
410	882	3	888626612
294	476	3	877819792
393	291	4	887744202
450	237	5	887660650
254	542	3	886475034
254	102	3	886473929
588	278	5	890027600
618	73	3	891309440
851	912	4	891961214
253	81	4	891628614
455	298	4	882818787
135	939	4	879857797
615	190	3	879447968
624	1	4	879792581
380	670	1	885480187
796	328	5	892612057
23	181	4	874784337
916	290	3	880845206
889	327	3	880176620
709	833	4	879848792
754	1197	3	879451841
49	218	2	888068651
286	179	5	889651822
559	191	5	891034139
896	1303	4	887161518
890	479	5	882402238
67	121	4	875379683
314	173	1	877889359
851	303	4	890804569
790	386	2	885158208
721	229	5	877138585
525	7	3	881086051
836	603	5	885754029
646	1237	3	888529127
886	23	4	876031365
198	1094	1	884206807
38	526	1	892430636
901	230	5	877131087
617	611	4	883789386
664	367	3	876526152
868	180	4	877104913
796	649	3	893194646
398	496	5	875721111
867	23	5	880078723
409	201	1	881109019
63	1137	5	875747556
449	285	5	879958572
656	301	3	892318648
840	197	5	891204509
393	747	4	889727969
738	191	4	875350086
846	739	4	883949459
790	183	4	885156193
733	619	3	879536488
556	135	2	882136252
445	300	1	890987410
276	840	3	874786897
236	427	5	890118153
533	778	4	879192157
560	11	4	879975485
145	316	5	888396966
601	588	3	876350719
650	204	4	891369707
592	297	5	882607844
545	22	3	879899158
82	87	3	878769598
481	479	4	885828619
299	136	4	878192078
165	260	3	879525673
695	301	3	888806120
288	190	1	886374286
79	333	2	891271086
450	584	5	882397223
258	748	5	885701004
756	53	3	874830432
10	185	5	877888876
831	12	5	891354687
264	123	4	886122952
933	227	1	874939078
922	715	3	891452354
848	151	4	887043180
499	8	5	885599682
461	255	2	885355890
349	412	1	879466366
187	175	2	879465241
325	271	3	891477759
560	58	3	879975485
655	523	3	887427268
655	375	2	888984293
162	230	2	877636860
845	340	1	885409719
894	905	3	887044109
619	273	4	885953778
457	122	2	882396158
108	255	2	879880094
201	1421	3	884141015
593	241	5	875672874
326	451	2	879877234
751	100	4	889132252
215	8	2	891436177
504	420	3	887840560
364	687	1	875931561
158	978	3	880133937
201	800	2	884114713
301	673	4	882076751
1	34	2	878542869
347	96	4	881653775
807	485	5	892531977
334	20	4	891544867
201	549	3	884140750
174	843	2	886515551
379	402	3	880524943
151	489	5	879528623
277	748	3	879543879
362	322	3	885019651
25	269	4	885851953
782	877	3	891498213
321	521	2	879441201
126	332	2	887853735
560	1163	3	879976988
181	363	1	878963342
716	174	5	879795025
487	809	2	884050192
416	204	5	893213404
339	92	4	891033452
405	1035	1	885548877
91	97	5	891438947
279	1231	4	875313583
583	425	5	879384575
446	303	2	879787859
227	405	2	879035934
112	332	4	886398611
727	363	3	883709641
823	1070	4	878438332
291	717	3	874834388
751	432	4	889134420
882	215	5	879867816
733	1226	3	879535968
82	866	3	878768840
275	515	3	876197552
639	382	2	891239913
393	369	3	887745174
119	87	5	874781829
660	64	3	891199035
445	333	2	890987410
883	316	5	891692168
592	196	5	882955978
13	800	1	882397067
532	218	5	889235367
916	161	3	880845658
13	150	5	882140588
159	25	5	880557112
622	106	2	882591172
449	120	1	879959573
268	223	3	875745728
617	547	1	883789464
378	239	3	880055148
466	315	5	890284231
382	1381	3	875945757
246	254	1	884924710
909	707	5	891920327
234	279	3	892333980
619	53	2	885954341
224	980	1	888104353
852	1052	4	891037888
705	623	5	883427778
434	287	5	886724359
848	419	5	887043421
299	971	2	889502353
447	11	4	878856208
165	223	4	879525894
671	96	5	884035686
290	62	2	880473583
846	143	5	883948804
406	188	4	882480772
924	100	4	884371558
810	339	5	891294039
666	636	4	880568322
201	855	4	884111873
506	1136	3	877539905
868	184	3	877107730
199	14	4	883783005
916	53	4	880844834
561	1220	2	885810538
436	433	5	887770428
500	223	4	883873839
65	258	3	879216131
452	482	5	885544110
459	993	3	879563146
901	71	4	877131654
432	475	4	889416147
514	710	5	875318331
449	179	4	880410674
657	302	2	884237291
504	612	4	887838677
608	61	5	880404693
10	588	4	877886846
660	1178	1	891265453
256	25	5	882150552
478	7	1	889387871
868	709	4	877109197
59	193	4	888204465
15	889	3	879455473
741	95	2	891018400
424	688	2	880859228
924	1400	4	886327641
1	201	3	878542960
474	971	4	887924469
552	280	3	879222002
883	60	5	891693012
352	89	5	884289693
650	612	4	891369656
25	520	3	885852150
548	282	4	891415384
109	79	5	880572721
322	508	4	887314073
394	1	4	880886855
367	17	5	876689991
1	45	5	875241687
473	256	4	878157648
649	815	3	891440274
222	208	3	881059014
630	322	3	885666211
299	50	4	877877775
645	48	4	892053748
332	369	4	887938556
804	755	3	879445305
582	455	1	882961481
870	1208	2	879902128
224	655	4	888103646
758	566	4	881977488
653	378	3	890181185
321	615	5	879440109
640	14	4	886474436
94	186	4	891722278
398	429	4	875716829
367	200	4	876689962
289	222	2	876789463
544	325	1	884796016
181	1326	1	878963342
107	340	5	891264356
889	1134	4	880177219
392	511	5	891038945
389	384	2	880089211
267	24	5	878972682
322	603	5	887314417
268	421	3	876513927
889	1170	2	880182127
408	315	5	889679715
880	1030	2	880243147
541	265	5	885595654
85	697	3	879829471
830	98	5	891462467
158	120	1	880134014
296	180	5	884198772
521	1240	3	884478667
624	750	4	891961163
660	898	4	891197561
399	188	4	882344310
862	99	4	879305097
405	606	3	885545070
35	321	3	875458970
95	739	3	880572689
710	92	3	883705436
655	694	3	887428772
130	185	5	875217033
712	498	3	874729935
939	220	5	880261658
222	1250	1	881060635
786	322	3	882842463
684	716	2	878761751
551	959	5	892784166
293	11	3	888905898
64	191	4	889740740
840	465	4	891204798
269	175	5	891455816
826	554	4	885690749
919	1073	4	875373416
596	13	2	883539402
787	302	3	888979123
539	204	4	879788045
207	135	2	877822350
183	212	4	891467870
654	238	4	887864452
880	379	4	880241434
627	693	2	879530205
7	54	3	892132380
290	826	2	880732271
658	530	4	875147995
194	208	3	879521329
879	751	2	887760879
868	317	5	877107961
328	566	5	885047374
415	154	4	879439865
323	993	4	878739488
864	561	4	888888937
7	540	3	892132972
44	123	4	878346532
311	720	3	884366307
864	797	3	888892539
690	435	5	881177616
294	105	3	889242660
100	900	4	891374832
405	65	1	885546379
891	181	3	891638601
254	1060	3	886472466
527	498	4	879455961
648	878	3	884367366
437	98	5	880141962
280	483	4	891701066
500	83	4	888538350
474	48	4	887923923
498	489	3	881956140
363	25	3	891496337
883	175	5	891694312
677	845	3	889399327
342	114	5	875318962
870	12	4	875050748
90	79	4	891383912
823	154	5	878438607
472	771	4	875983427
682	271	4	888518279
328	28	5	885045931
388	117	5	886436756
184	277	3	889907971
293	482	4	888906096
608	317	5	880405527
378	806	4	880045760
854	479	4	882813623
488	1039	4	891294654
715	28	5	875963242
894	883	3	880415885
209	14	3	883417547
40	358	3	889041741
884	179	5	876859109
422	276	5	875129791
488	208	4	891294298
788	629	1	880870149
813	243	3	883752660
332	38	2	888360488
880	623	4	880243069
226	474	3	883889063
206	900	1	888179980
896	15	3	887158900
694	118	4	875729983
123	321	4	879809220
533	265	3	879191563
85	647	4	879453844
123	962	3	879872405
160	13	4	876768990
664	98	4	876526462
271	203	4	885848448
222	255	3	883815804
73	196	4	888626177
646	895	3	888528978
366	637	5	888858078
643	1074	2	891448630
784	327	4	891387315
933	284	2	874854294
518	10	3	876822744
566	772	4	881650467
919	748	1	875288253
178	685	4	882824253
451	875	2	879012721
455	1171	3	882141702
29	286	5	882820663
867	258	3	880077751
246	418	3	884921453
445	744	2	891200272
92	1033	2	890251592
882	369	3	879863257
347	69	5	881653687
360	14	5	880354149
836	429	4	885754200
42	211	4	881107880
606	471	4	878146986
271	1046	4	885849357
26	322	3	891349122
297	20	4	874954763
914	197	4	887122028
451	687	2	879012510
903	240	4	891031730
896	647	3	887159502
180	1131	5	877441985
738	136	4	892958170
518	742	5	876823804
622	418	3	882669905
559	515	4	891035111
430	523	4	877226568
62	742	2	879372965
622	194	4	882669762
346	182	5	874948031
702	688	1	885767629
474	50	5	887915221
709	859	3	879848318
537	647	4	886030891
229	886	1	891632164
668	29	3	881605433
455	255	2	884027240
646	1313	3	888529180
158	511	5	880134296
46	538	3	883611513
655	1063	3	888474909
863	898	1	889288973
286	1239	3	877535344
232	209	3	888549563
887	305	5	881377532
407	227	2	875045190
109	1157	4	880583646
301	511	4	882075803
621	65	3	885596944
885	655	3	885713294
543	28	4	875663543
476	367	3	883364475
420	331	3	891357271
311	173	5	884364569
305	64	5	886323406
192	125	3	881367849
497	231	3	879310883
104	222	3	888465319
246	132	4	884921319
707	632	4	886287426
701	303	4	891446618
682	122	3	888522260
274	318	5	878946577
933	508	3	874853927
450	22	5	882373865
334	168	5	891546914
98	70	3	880499018
344	269	4	884814359
151	186	4	879524222
932	489	4	891249710
291	4	4	874835062
406	211	5	879445936
504	372	4	887839195
312	657	5	891698485
439	14	5	882893245
561	614	3	885809336
537	708	3	886031860
588	68	5	890026705
440	886	5	891550404
619	11	2	885954019
60	492	5	883326525
276	568	4	882659211
181	262	2	878961749
753	510	4	891401457
586	210	4	884059027
582	7	5	882961082
254	472	3	886474456
504	218	4	887910267
764	1012	4	876244181
332	230	5	888360342
363	940	2	891498920
669	192	5	891260542
50	123	4	877052958
648	930	3	882212131
524	497	2	884637467
508	216	5	883768886
279	169	5	875306910
534	286	3	877807602
501	844	4	883347023
663	323	2	889492230
65	194	4	879217881
164	866	5	889402121
472	27	4	875980283
828	171	3	891036568
155	327	2	879371061
638	117	4	876694995
863	885	1	889289456
773	455	4	888539471
537	195	3	886031407
40	294	4	889041671
391	213	4	877398856
862	640	3	879305351
184	657	4	889908497
536	56	3	882360405
621	825	3	880738142
213	455	4	878870749
307	215	4	879283036
913	418	3	881368742
286	946	3	889652221
60	163	4	883327566
21	591	3	874951382
345	476	3	884991505
416	348	3	886314660
900	124	4	877832837
592	1025	1	882607745
457	57	4	882397177
207	282	4	879577372
773	52	3	888538853
524	291	4	884627777
429	132	3	882385636
810	294	5	879895233
559	660	1	891034250
405	1479	1	885547735
59	569	4	888206161
354	692	2	891307114
809	286	4	891036809
32	250	4	883717684
506	951	3	874875062
823	318	5	878438179
209	251	5	883417810
57	28	4	883698324
642	729	3	885603566
500	116	4	883865232
891	591	4	891639497
417	25	2	879646413
468	97	5	875288503
184	1398	5	889911749
880	88	3	880174705
172	514	3	875537964
891	471	5	891639941
130	257	4	874953665
455	170	3	879111616
592	484	4	882956551
495	386	3	888636837
429	15	5	882386941
137	685	5	881433296
655	1554	2	887611677
181	763	1	878962955
251	12	4	886271700
555	410	4	879962769
853	258	3	879364883
940	205	3	885921243
393	412	3	887745380
573	176	3	885844481
257	1472	2	880496943
75	240	1	884050661
828	509	2	891036630
666	269	5	880314564
865	122	3	880144539
450	728	3	887834953
727	73	4	883713048
250	175	5	878090004
146	1293	5	891458080
938	243	4	891356085
894	293	4	881625708
551	717	3	892785164
56	11	4	892676376
615	72	2	879449164
871	289	3	888192475
782	257	3	891499278
214	117	4	891543241
356	892	1	891406241
910	23	4	881421332
894	1010	4	880993662
763	25	4	878922982
600	231	3	888452152
492	699	3	879969210
374	385	4	880396048
167	949	1	892738341
743	294	2	881277656
314	477	3	877886375
528	427	4	886813104
13	332	3	881515457
472	930	5	875979317
279	1037	1	888806543
454	387	2	888267279
918	923	4	891987317
